delivery_id,format,match_id,delivery_str,innings,over_num,ball_in_over,bowler,bowler_id,bowling_style,right_armed_bowl,batter,batter_id,right_handed_bat,non_striker,non_striker_id,matchup,ball_speed_ms,ball_speed_kmh,pitch_x,pitch_y,stumps_x,stumps_y,field_x,field_y,lateral_swing,stumps_off_centre,pitch_off_centre,length_from_batter,delivery_type,height_class,ball_age_overs,ball_age_since_replacement,ball_id_within_innings,ball_phase,ball_type,is_new_ball_period,runs,batter_runs,bowler_runs,extras,is_wide,is_no_ball,is_leg_bye,is_bye,dismissal_details,batter_is_right,bowler_is_right,has_pitch_xy,has_stumps_xy,has_speed,has_trajectory,venue,city,country,match_date,temperature_c,humidity_pct,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,precipitation_mm,pressure_hpa,pitch_type,pitch_condition,venue_join_confidence,weather_available,ball_num_seq
IPL_Men_4_2.3.1,IPL_Men,4,2.3.1,2,3,1,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,,,,,,,65.0,38.0,,,,,unknown,unknown,3.1666666666666665,3.1666666666666665,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,1
IPL_Men_4_2.3.2,IPL_Men,4,2.3.2,2,3,2,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,,,,,,,5.0,5.0,,,,,unknown,unknown,3.3333333333333335,3.3333333333333335,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_4_2.3.3,IPL_Men,4,2.3.3,2,3,3,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,,,,,,,54.0,41.0,,,,,unknown,unknown,3.5,3.5,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,3
IPL_Men_4_2.3.4,IPL_Men,4,2.3.4,2,3,4,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,25.34,91.224,0.039,4.345,0.732,0.852,68.0,40.0,0.693,0.732,0.039,15.775000000000002,yorker,waist,3.6666666666666665,3.6666666666666665,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.3.5,IPL_Men,4,2.3.5,2,3,5,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,25.645,92.322,-0.312,5.917,0.138,0.825,20.0,38.0,0.45,0.138,0.312,14.203000000000001,full,waist,3.8333333333333335,3.8333333333333335,A,powerplay,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.3.6,IPL_Men,4,2.3.6,2,3,6,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,25.908,93.26880000000001,-0.291,3.162,-0.023,0.639,61.0,57.0,0.26799999999999996,0.023,0.291,16.958000000000002,yorker,hip,4.0,4.0,A,powerplay,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.4.1,IPL_Men,4,2.4.1,2,4,1,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,36.696,132.1056,-0.464,7.475,-0.525,0.763,5.0,5.0,-0.061,0.525,0.464,12.645000000000001,full,hip,4.166666666666667,4.166666666666667,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.4.2,IPL_Men,4,2.4.2,2,4,2,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,37.036,133.3296,-0.449,11.471,-0.326,1.587,69.0,41.0,0.123,0.326,0.449,8.649000000000001,short_of_length,head,4.333333333333333,4.333333333333333,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_4_2.4.3,IPL_Men,4,2.4.3,2,4,3,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,39.266,141.3576,-0.458,8.231,-0.546,0.779,5.0,5.0,-0.08800000000000002,0.546,0.458,11.889000000000001,good_length,hip,4.5,4.5,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.4.4,IPL_Men,4,2.4.4,2,4,4,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,38.889,140.0004,-0.42,10.27,-0.415,1.187,30.0,36.0,0.0050000000000000044,0.415,0.42,9.850000000000001,good_length,chest,4.666666666666667,4.666666666666667,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.4.5,IPL_Men,4,2.4.5,2,4,5,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,39.749,143.09640000000002,-0.488,7.679,-0.379,0.791,5.0,5.0,0.10899999999999999,0.379,0.488,12.441,full,hip,4.833333333333333,4.833333333333333,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.4.6,IPL_Men,4,2.4.6,2,4,6,Ashok Dinda,48,SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,36.478,131.32080000000002,-0.573,8.562,-0.544,0.795,13.0,19.0,0.028999999999999915,0.544,0.573,11.558000000000002,good_length,hip,5.0,5.0,A,powerplay,Kookaburra_Pink,1,4.0,4,4,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.5.1,IPL_Men,4,2.5.1,2,5,1,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,25.908,93.26880000000001,-0.321,4.154,-0.048,0.685,19.0,47.0,0.273,0.048,0.321,15.966000000000001,yorker,hip,5.166666666666667,5.166666666666667,A,powerplay,Kookaburra_Pink,1,2.0,2,2,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.5.2,IPL_Men,4,2.5.2,2,5,2,Marlon Samuels,272,OFF_SPIN,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,25.969,93.48840000000001,-0.321,4.154,-0.048,0.685,24.0,42.0,0.273,0.048,0.321,15.966000000000001,yorker,hip,5.333333333333333,5.333333333333333,A,powerplay,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_4_2.5.3,IPL_Men,4,2.5.3,2,5,3,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,27.759,99.9324,-0.205,7.799,0.748,0.885,5.0,5.0,0.953,0.748,0.205,12.321000000000002,full,waist,5.5,5.5,A,powerplay,Kookaburra_Pink,1,1.0,0,1,Wd,1,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.5.4,IPL_Men,4,2.5.4,2,5,4,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,26.86,96.696,-0.527,6.369,0.043,1.033,47.0,31.0,0.5700000000000001,0.043,0.527,13.751000000000001,full,waist,5.666666666666667,5.666666666666667,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.5.5,IPL_Men,4,2.5.5,2,5,5,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,26.536,95.5296,-0.347,2.725,-0.061,0.65,34.0,40.0,0.286,0.061,0.347,17.395,yorker,hip,5.833333333333333,5.833333333333333,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.5.6,IPL_Men,4,2.5.6,2,5,6,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,29.15,104.94,-0.544,6.606,-0.083,0.936,43.0,28.0,0.461,0.083,0.544,13.514000000000001,full,waist,6.0,6.0,A,powerplay,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.5.7,IPL_Men,4,2.5.7,2,5,7,Marlon Samuels,272,OFF_SPIN,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,,,,,,,68.0,92.0,,,,,unknown,unknown,6.166666666666667,6.166666666666667,A,powerplay,Kookaburra_Pink,1,6.0,6,6,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,6
IPL_Men_4_2.6.1,IPL_Men,4,2.6.1,2,6,1,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,38.251,137.7036,0.505,8.758,0.845,0.923,65.0,29.0,0.33999999999999997,0.845,0.505,11.362000000000002,good_length,waist,6.166666666666667,6.166666666666667,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.6.2,IPL_Men,4,2.6.2,2,6,2,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,,,,,,,64.0,46.0,,,,,unknown,unknown,6.333333333333333,6.333333333333333,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_4_2.6.3,IPL_Men,4,2.6.3,2,6,3,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,35.319,127.14840000000001,0.513,9.066,0.472,1.026,67.0,40.0,-0.041000000000000036,0.472,0.513,11.054,good_length,waist,6.5,6.5,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.6.4,IPL_Men,4,2.6.4,2,6,4,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,39.984,143.94240000000002,0.055,8.763,-0.382,0.898,60.0,40.0,-0.437,0.382,0.055,11.357000000000001,good_length,waist,6.666666666666667,6.666666666666667,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.6.5,IPL_Men,4,2.6.5,2,6,5,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,40.127,144.4572,0.418,9.592,0.645,1.33,92.0,24.0,0.22700000000000004,0.645,0.418,10.528,good_length,chest,6.833333333333333,6.833333333333333,A,middle,Kookaburra_Pink,1,4.0,4,4,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.6.6,IPL_Men,4,2.6.6,2,6,6,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,38.22,137.592,0.121,7.159,0.052,0.796,56.0,47.0,-0.069,0.052,0.121,12.961000000000002,full,hip,7.0,7.0,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.7.1,IPL_Men,4,2.7.1,2,7,1,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,24.249,87.29639999999999,-0.174,6.722,-0.273,0.725,91.0,56.0,-0.09900000000000003,0.273,0.174,13.398,full,hip,7.166666666666667,7.166666666666667,A,middle,Kookaburra_Pink,1,4.0,4,4,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.7.2,IPL_Men,4,2.7.2,2,7,2,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,24.821,89.35560000000001,-0.143,6.807,-0.226,0.644,67.0,64.0,-0.08300000000000002,0.226,0.143,13.313,full,hip,7.333333333333333,7.333333333333333,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_4_2.7.3,IPL_Men,4,2.7.3,2,7,3,Rahul Sharma,126,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,25.826,92.9736,-0.069,6.659,-0.121,0.65,38.0,28.0,-0.05199999999999999,0.121,0.069,13.461000000000002,full,hip,7.5,7.5,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.7.4,IPL_Men,4,2.7.4,2,7,4,Rahul Sharma,126,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,26.184,94.2624,0.354,2.305,1.264,,60.0,47.0,0.91,1.264,0.354,17.815,yorker,unknown,7.666666666666667,7.666666666666667,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,0,1,0,,,,,,,,,,,,,,,,4
IPL_Men_4_2.7.5,IPL_Men,4,2.7.5,2,7,5,Rahul Sharma,126,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,26.265,94.554,0.106,6.236,0.203,0.727,43.0,53.0,0.09700000000000002,0.203,0.106,13.884,full,hip,7.833333333333333,7.833333333333333,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.7.6,IPL_Men,4,2.7.6,2,7,6,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,25.11,90.396,-0.317,6.666,-0.48,0.821,27.0,41.0,-0.16299999999999998,0.48,0.317,13.454,full,waist,8.0,8.0,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.8.1,IPL_Men,4,2.8.1,2,8,1,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,38.22,137.592,0.215,8.294,-0.132,1.019,5.0,5.0,-0.347,0.132,0.215,11.826,good_length,waist,8.166666666666666,8.166666666666666,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.8.2,IPL_Men,4,2.8.2,2,8,2,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,34.0,28.0,,,,,unknown,unknown,8.333333333333334,8.333333333333334,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_4_2.8.3,IPL_Men,4,2.8.3,2,8,3,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,39.06,140.616,0.289,11.813,-0.128,1.553,64.0,7.0,-0.417,0.128,0.289,8.307,short_of_length,head,8.5,8.5,A,middle,Kookaburra_Pink,1,4.0,4,4,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.8.4,IPL_Men,4,2.8.4,2,8,4,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,39.06,140.616,0.034,8.311,-0.324,0.836,38.0,11.0,-0.358,0.324,0.034,11.809000000000001,good_length,waist,8.666666666666666,8.666666666666666,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.8.5,IPL_Men,4,2.8.5,2,8,5,Wayne Parnell,223,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,33.505,120.61800000000001,0.339,10.004,0.406,1.33,72.0,15.0,0.067,0.406,0.339,10.116000000000001,good_length,chest,8.833333333333334,8.833333333333334,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.8.6,IPL_Men,4,2.8.6,2,8,6,Wayne Parnell,223,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,31.893,114.8148,0.227,10.177,-0.029,1.265,92.0,31.0,-0.256,0.029,0.227,9.943000000000001,good_length,chest,9.0,9.0,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.9.1,IPL_Men,4,2.9.1,2,9,1,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,23.353,84.0708,0.43,4.608,0.719,0.959,5.0,5.0,0.289,0.719,0.43,15.512,yorker,waist,9.166666666666666,9.166666666666666,A,middle,Kookaburra_Pink,1,1.0,0,1,Wd,1,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.9.2,IPL_Men,4,2.9.2,2,9,2,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,24.074,86.66640000000001,-0.078,4.928,0.035,0.981,39.0,40.0,0.113,0.035,0.078,15.192,yorker,waist,9.333333333333334,9.333333333333334,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.9.3,IPL_Men,4,2.9.3,2,9,3,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,52.0,40.0,,,,,unknown,unknown,9.5,9.5,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_4_2.9.4,IPL_Men,4,2.9.4,2,9,4,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,5.0,5.0,,,,,unknown,unknown,9.666666666666666,9.666666666666666,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,3
IPL_Men_4_2.9.5,IPL_Men,4,2.9.5,2,9,5,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,24.792,89.25120000000001,-0.1,5.397,-0.218,1.546,33.0,36.0,-0.118,0.218,0.1,14.723,yorker,head,9.833333333333334,9.833333333333334,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.9.6,IPL_Men,4,2.9.6,2,9,6,Rahul Sharma,126,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,25.207,90.74520000000001,0.007,6.007,0.259,1.008,38.0,64.0,0.252,0.259,0.007,14.113000000000001,full,waist,10.0,10.0,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.9.7,IPL_Men,4,2.9.7,2,9,7,Rahul Sharma,126,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,24.725,89.01,-0.184,6.018,-0.184,1.26,32.0,29.0,0.0,0.184,0.184,14.102,full,chest,10.166666666666666,10.166666666666666,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_4_2.10.1,IPL_Men,4,2.10.1,2,10,1,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,31.893,114.8148,0.228,9.985,-0.036,1.271,56.0,68.0,-0.264,0.036,0.228,10.135000000000002,good_length,chest,10.166666666666666,10.166666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.10.2,IPL_Men,4,2.10.2,2,10,2,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,38.489,138.5604,-0.447,6.622,-0.394,0.685,5.0,5.0,0.05299999999999999,0.394,0.447,13.498000000000001,full,hip,10.333333333333334,10.333333333333334,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_4_2.10.3,IPL_Men,4,2.10.3,2,10,3,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,38.489,138.5604,-0.447,6.622,-0.394,0.685,87.0,28.0,0.05299999999999999,0.394,0.447,13.498000000000001,full,hip,10.5,10.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.10.4,IPL_Men,4,2.10.4,2,10,4,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,,,,,,,61.0,24.0,,,,,unknown,unknown,10.666666666666666,10.666666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,4
IPL_Men_4_2.10.5,IPL_Men,4,2.10.5,2,10,5,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_RA,37.124,133.6464,-0.1,9.65,-0.029,1.166,28.0,30.0,0.07100000000000001,0.029,0.1,10.47,good_length,chest,10.833333333333334,10.833333333333334,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.10.6,IPL_Men,4,2.10.6,2,10,6,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_RA,,,,,,,34.0,16.0,,,,,unknown,unknown,11.0,11.0,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,0,0,0,0,,,,,,,,,,,,,,,,6
IPL_Men_4_2.11.1,IPL_Men,4,2.11.1,2,11,1,Murali Kartik,125,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,36.0,37.0,,,,,unknown,unknown,11.166666666666666,11.166666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,1
IPL_Men_4_2.11.2,IPL_Men,4,2.11.2,2,11,2,Murali Kartik,125,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,81.0,13.0,,,,,unknown,unknown,11.333333333333334,11.333333333333334,A,middle,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_4_2.11.3,IPL_Men,4,2.11.3,2,11,3,Murali Kartik,125,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,,,,,,,30.0,39.0,,,,,unknown,unknown,11.5,11.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,3
IPL_Men_4_2.11.4,IPL_Men,4,2.11.4,2,11,4,Murali Kartik,125,SEAM,0.0,James Franklin,209,1.0,Dinesh Karthik,102,RH_vs_LA,26.131,94.0716,0.528,7.049,0.113,0.76,16.0,48.0,-0.41500000000000004,0.113,0.528,13.071000000000002,full,hip,11.666666666666666,11.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_4_2.11.5,IPL_Men,4,2.11.5,2,11,5,Murali Kartik,125,SEAM,0.0,Dinesh Karthik,102,1.0,James Franklin,209,RH_vs_LA,25.697,92.50919999999999,-0.177,7.175,-0.407,0.968,0.0,0.0,-0.22999999999999998,0.407,0.177,12.945,full,waist,11.833333333333334,11.833333333333334,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,st Robin Uthappa b Murali Kartik,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_4_2.11.6,IPL_Men,4,2.11.6,2,11,6,Murali Kartik,125,SEAM,0.0,Suryakumar Yadav,108,1.0,James Franklin,209,RH_vs_LA,,,,,,,50.0,37.0,,,,,unknown,unknown,12.0,12.0,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,6
IPL_Men_4_2.12.1,IPL_Men,4,2.12.1,2,12,1,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Suryakumar Yadav,108,RH_vs_RA,35.961,129.4596,0.138,8.559,0.883,0.924,5.0,5.0,0.745,0.883,0.138,11.561000000000002,good_length,waist,12.166666666666666,12.166666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_4_2.12.2,IPL_Men,4,2.12.2,2,12,2,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Suryakumar Yadav,108,RH_vs_RA,35.712,128.56320000000002,0.274,5.554,0.668,0.606,74.0,71.0,0.394,0.668,0.274,14.566,full,hip,12.333333333333334,12.333333333333334,A,middle,Kookaburra_Pink,0,2.0,2,2,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_4_2.12.3,IPL_Men,4,2.12.3,2,12,3,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Suryakumar Yadav,108,RH_vs_RA,32.201,115.92360000000001,0.351,4.847,0.621,0.468,34.0,51.0,0.27,0.621,0.351,15.273,yorker,knee,12.5,12.5,A,middle,Kookaburra_Pink,0,6.0,6,6,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_4_2.12.4,IPL_Men,4,2.12.4,2,12,4,Bhuvneshwar Kumar,116,MEDIUM_SEAM,1.0,James Franklin,209,1.0,Suryakumar Yadav,108,RH_vs_RA,36.1,129.96,0.176,7.815,0.755,0.703,85.0,29.0,0.579,0.755,0.176,12.305,full,hip,12.666666666666666,12.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
