bowler_id,bowler_name,bowling_style,is_right_armed,career_deliveries,career_wide_rate,career_no_ball_rate,formats_played,career_avg_speed_kmh,career_speed_std,career_speed_min,career_speed_max,career_speed_q25,career_speed_q75,career_speed_samples,career_speed_cv,career_avg_pitch_x,career_avg_pitch_y,career_pitch_x_std,career_pitch_y_std,career_avg_stumps_x,career_avg_stumps_y,career_avg_lateral_swing,career_swing_std,career_traj_samples,dtype_pct_full,dtype_pct_full_toss,dtype_pct_good_length,dtype_pct_short,dtype_pct_short_of_length,dtype_pct_unknown,dtype_pct_yorker,avg_speed_death,avg_speed_mid,avg_speed_pp
277,Ronit More,SEAM,0.0,37,0.05405,0.0,IPL_Men,132.73008,3.53184,121.986,136.5948,131.3901,135.4878,30.0,0.0266,-0.21397,6.96193,0.1911,2.49858,0.04048,0.74128,0.25445,0.10782,29.0,0.24324,0.05405,0.35135,0.0,0.02703,0.16216,0.16216,133.48108,131.28709,133.7484
279,KP Appanna,SEAM,0.0,107,0.04673,0.0,IPL_Men,87.30444,4.60676,74.5272,96.102,83.8206,90.1944,103.0,0.0528,-0.0862,4.50053,0.2735,1.17768,-0.09662,0.60817,-0.01042,0.17359,103.0,0.21495,0.00935,0.0,0.0,0.0,0.03738,0.73832,124.25422,87.59403,83.8656
281,Syed Mohammad,SEAM,0.0,105,0.02857,0.0,IPL_Men,90.22285,4.56778,80.316,107.5212,87.3126,92.3976,104.0,0.0506,-0.23512,5.96214,0.191,1.2647,0.08474,0.64949,0.31986,0.19862,104.0,0.65714,0.0,0.0381,0.0,0.0,0.0,0.30476,88.34498,90.44497,128.92869
282,Glenn Maxwell,OFF_SPIN,1.0,3249,0.01662,0.0,IPL_Men,89.31276,5.28633,68.0688,150.8364,86.364,91.8828,2729.0,0.0592,-0.00063,4.67668,0.28939,1.26787,-0.01777,0.71648,-0.01714,0.21521,2725.0,0.20345,0.01662,0.00585,0.0,0.0,0.14097,0.63312,88.31981,91.1539,92.60976
284,Abhishek Jhunjhunwala,SEAM,0.0,36,0.0,0.0,IPL_Men,90.12399,7.16912,76.1832,104.1624,85.4874,96.4692,34.0,0.0795,0.06927,4.77506,0.29824,1.80702,0.01345,0.57524,-0.05582,0.21745,33.0,0.27778,0.08333,0.02778,0.0,0.0,0.05556,0.55556,87.9714,91.39745,90.05972
285,Luke Wright,SEAM,0.0,124,0.04032,0.0,IPL_Men,124.60426,7.60148,101.772,139.8528,122.2614,129.0294,119.0,0.061,-0.19662,7.03609,0.23529,2.31618,0.01376,0.72243,0.21038,0.20346,117.0,0.3871,0.00806,0.26613,0.0,0.05645,0.03226,0.25,124.59531,125.02671,120.7464
286,Michael Clarke,ORTHODOX,0.0,394,0.00508,0.00254,IPL_Men,84.58966,3.96141,75.4632,97.002,81.9099,87.5448,380.0,0.0468,-0.05865,4.26488,0.26785,1.30477,-0.02767,0.70748,0.03099,0.21754,378.0,0.1599,0.04569,0.0,0.0,0.0,0.02284,0.77157,84.06221,86.31425,86.95849
288,Ryan McLaren,SEAM,0.0,1377,0.04575,0.00145,IPL_Men,132.77605,5.42862,113.0868,146.4588,130.68,136.08,839.0,0.0409,-0.36483,7.54784,0.30409,2.31964,-0.14657,0.90968,0.21826,0.23914,831.0,0.29847,0.00871,0.15832,0.00363,0.06826,0.37908,0.08351,131.99283,133.83888,137.38046
290,Matthew Wade,MEDIUM_SEAM,1.0,13,0.07692,0.0,IPL_Men,128.01822,3.06662,123.2064,132.5232,125.6616,129.6972,13.0,0.024,-0.16367,7.58992,0.52414,3.15399,0.22767,1.00658,0.39133,0.1851,12.0,0.07692,0.07692,0.61538,0.0,0.0,0.07692,0.15385,128.01822,127.43109,130.39351
293,Jacob Oram,FAST_SEAM,1.0,258,0.00775,0.0,IPL_Men,128.22387,4.65793,101.0016,135.6372,126.3204,130.9896,229.0,0.0363,-0.28383,7.0831,0.26876,1.82036,-0.07776,0.80914,0.20607,0.20631,225.0,0.56589,0.01163,0.22481,0.0,0.03876,0.05426,0.10465,127.87178,128.35164,131.1519
297,Kedar Jadhav,OFF_SPIN,1.0,1087,0.02116,0.0,IPL_Men,83.37254,6.6498,66.7584,105.7104,78.372,88.1514,807.0,0.0798,0.12194,4.82987,0.36386,1.39115,0.04258,0.53195,-0.07936,0.23222,802.0,0.23275,0.023,0.0138,0.0,0.0,0.22631,0.50414,83.29327,84.35946,88.28374
305,Ray Price,unknown,0.0,263,0.01901,0.0,IPL_Men,87.46718,5.91813,65.5524,109.026,83.3877,91.2078,198.0,0.0677,-0.10276,5.24215,0.15095,1.01407,0.11618,0.66327,0.21894,0.16413,197.0,0.41065,0.0038,0.0,0.0,0.0,0.02281,0.56274,85.92789,87.31218,89.12505
307,Tim Southee,MEDIUM_SEAM,1.0,12993,0.01124,0.00108,IPL_Men,132.55349,5.82316,65.268,152.9244,130.6152,135.8964,5760.0,0.0439,-0.18791,6.89525,0.32722,2.24838,-0.05539,0.82466,0.13252,0.23981,5721.0,0.26522,0.01108,0.07766,0.00062,0.03494,0.51097,0.09952,131.67393,133.77941,133.73465
314,Shoaib Malik,OFF_SPIN,1.0,1542,0.00843,0.00065,IPL_Men,86.39173,4.44302,70.128,140.1228,83.8827,89.0082,1140.0,0.0514,0.03255,4.80724,0.25843,1.16528,0.04427,0.66787,0.01172,0.20138,1139.0,0.20428,0.00778,0.0013,0.0,0.0,0.25162,0.53502,86.38095,86.28276,88.428
315,Younis Khan,MEDIUM_SEAM,1.0,98,0.0,0.0,IPL_Men,116.46,1.91548,110.16,119.52,115.29,118.08,38.0,0.0164,-0.51195,6.46461,0.18162,1.68967,-0.44395,0.65405,0.068,0.14868,38.0,0.19388,0.0102,0.08163,0.0,0.0,0.61224,0.10204,116.46,127.43109,130.39351
321,Sohail Tanvir,unknown,0.0,439,0.02278,0.00456,IPL_Men,128.94474,5.39389,104.8428,141.138,127.7325,131.9382,398.0,0.0418,0.19752,7.28641,0.27532,1.43078,-0.07452,0.77458,-0.27204,0.23841,396.0,0.61048,0.00228,0.23918,0.00228,0.01822,0.05011,0.07745,127.96726,128.48009,129.93125
330,Abdur Razzak,ORTHODOX,0.0,1087,0.01012,0.0,IPL_Men,87.9868,3.89046,78.8292,100.746,85.5036,90.3447,202.0,0.0442,-0.08199,5.0809,0.20186,1.14904,-0.01709,0.61208,0.0649,0.17172,202.0,0.07452,0.00276,0.0,0.0,0.0,0.79853,0.1242,88.31051,87.43051,87.66756
356,Shoaib Akhtar,FAST_SEAM,1.0,131,0.01527,0.0229,IPL_Men,140.17409,7.33076,109.6416,159.0264,138.3084,144.0684,121.0,0.0523,-0.32345,8.032,0.22674,1.57279,-0.11441,0.84864,0.20904,0.21967,120.0,0.41221,0.0,0.48855,0.00763,0.0458,0.01527,0.03053,139.56264,140.77646,140.03214
358,Ajantha Mendis,OFF_SPIN,1.0,1665,0.02042,0.00721,IPL_Men,89.0106,6.65065,72.3636,141.1992,83.9817,92.7729,1008.0,0.0747,-0.1196,4.98719,0.23799,1.3981,-0.03312,0.63356,0.08647,0.15886,1005.0,0.20541,0.01021,0.00721,0.0006,0.0,0.36517,0.41141,88.58332,89.89933,94.5519
359,Umar Gul,FAST_SEAM,1.0,1300,0.02,0.00462,IPL_Men,135.388,6.24723,73.1376,153.8892,132.2028,139.2696,1132.0,0.0461,-0.19617,7.88989,0.31662,1.97767,-0.00144,0.88301,0.19474,0.24879,1125.0,0.43077,0.00462,0.32615,0.00154,0.07385,0.08385,0.07923,134.78882,135.50544,136.15527
361,Ricky Ponting,MEDIUM_SEAM,1.0,12,0.0,0.0,IPL_Men,101.0118,16.48461,82.8864,121.7592,85.4964,117.3843,12.0,0.1632,-0.33617,5.52125,0.24103,3.29113,-0.23958,0.83717,0.09658,0.21699,12.0,0.16667,0.08333,0.16667,0.0,0.08333,0.0,0.5,101.0118,127.43109,130.39351
366,LPC Silva,unknown,0.0,19,0.05263,0.0,IPL_Men,88.398,1.66358,85.4568,90.5976,87.1983,89.3718,10.0,0.0188,0.00778,4.32367,0.20558,1.30938,-0.06778,0.65211,-0.07556,0.18703,9.0,0.21053,0.0,0.0,0.0,0.0,0.21053,0.57895,88.398,121.7758,129.56412
367,Shahid Afridi,LEG_SPIN,1.0,2412,0.01244,0.0,IPL_Men,92.14769,5.61209,72.7416,142.6428,88.2414,95.7042,1839.0,0.0609,-0.04974,4.99998,0.27318,1.27204,-0.03262,0.67283,0.01713,0.20726,1835.0,0.25622,0.00663,0.01036,0.0,0.0,0.19486,0.53192,91.98447,93.61581,88.8083
374,Ravi Bopara,SEAM,0.0,942,0.02123,0.0,IPL_Men,121.25042,9.32139,89.7624,139.914,120.7476,126.8451,848.0,0.0769,-0.31225,6.52737,0.30701,2.17486,-0.07984,0.69528,0.23241,0.2268,841.0,0.3949,0.0276,0.24416,0.0,0.00743,0.06476,0.26115,121.60276,119.32195,128.92869
383,Mohammad Ashraful,unknown,0.0,67,0.01493,0.0,IPL_Men,81.30913,3.90116,71.9028,89.5644,78.6168,84.0132,61.0,0.048,-0.09319,4.05758,0.36543,1.31758,-0.0492,0.53434,0.04398,0.19626,59.0,0.14925,0.0597,0.0,0.0,0.0,0.02985,0.76119,80.5738,82.368,129.56412
388,Moises Henriques,MEDIUM_SEAM,1.0,1304,0.01994,0.00077,IPL_Men,126.63075,7.93772,81.27,141.9228,123.0651,132.3288,1254.0,0.0627,-0.20193,7.38069,0.2909,2.3433,-0.02432,0.78551,0.17761,0.21878,1238.0,0.39034,0.02071,0.34279,0.00307,0.04601,0.03374,0.16334,127.24209,125.87132,128.60969
391,Mashrafe Mortaza,FAST_SEAM,1.0,3522,0.01476,0.00227,IPL_Men,123.3468,5.86866,100.5228,140.814,118.9188,127.7505,1848.0,0.0476,-0.24798,7.75411,0.33135,1.45355,-0.05379,0.8301,0.19419,0.26381,1848.0,0.25951,0.00028,0.23112,0.00028,0.0071,0.46905,0.03265,121.01262,123.74117,126.04488
400,Adam Voges,unknown,0.0,101,0.0396,0.0,IPL_Men,84.40189,3.56213,79.3872,114.102,83.1222,85.1571,94.0,0.0422,-0.15619,4.38649,0.22179,1.31118,-0.06726,0.64555,0.08894,0.14406,93.0,0.16832,0.0297,0.0,0.0,0.0,0.06931,0.73267,84.1176,85.78778,129.56412
410,Kemar Roach,FAST_SEAM,1.0,7400,0.00757,0.00608,IPL_Men,133.86186,4.73864,78.39,150.6024,131.0382,136.593,5727.0,0.0354,-0.17852,7.174,0.44741,2.09995,0.01488,0.81572,0.19341,0.26562,5706.0,0.37243,0.00892,0.22311,0.00041,0.03473,0.21284,0.14757,133.159,134.90841,134.70425
412,Anureet Singh,SEAM,0.0,396,0.0202,0.01515,IPL_Men,128.79816,7.1827,80.3052,141.4584,126.5112,133.3152,369.0,0.0558,-0.17057,6.58638,0.32739,3.33765,-0.09099,0.71444,0.07958,0.22644,349.0,0.27525,0.08838,0.24495,0.00758,0.08081,0.09091,0.21212,129.91422,127.04272,129.29037
413,Dwayne Smith,SEAM,1.0,467,0.02784,0.00857,IPL_Men,126.04117,6.0417,104.7528,141.7464,123.0948,130.2966,418.0,0.0479,-0.2696,7.28383,0.30746,2.85393,-0.01437,0.81976,0.25523,0.2244,405.0,0.27409,0.04283,0.2955,0.0,0.08994,0.10707,0.19058,125.93165,126.15701,125.157
415,Prasanth Parameswaran DUPLICATE,SEAM,0.0,62,0.03226,0.0,IPL_Men,129.56571,7.71709,96.2532,137.5848,128.8296,133.8048,57.0,0.0596,0.21893,7.7006,0.45461,1.98953,0.07332,0.82681,-0.14561,0.26813,57.0,0.41935,0.01613,0.40323,0.0,0.03226,0.01613,0.1129,128.57386,130.24606,130.7502
423,Shabnim Ismail,FAST_SEAM,1.0,50,0.0,0.04,IPL_Men,114.77542,3.9228,99.954,120.1788,113.9364,116.9919,50.0,0.0342,-0.51132,6.83924,0.13978,2.23234,-0.38156,0.66314,0.12976,0.11716,50.0,0.34,0.02,0.36,0.0,0.0,0.0,0.28,113.9724,116.54055,115.0616
424,Marizanne Kapp,FAST_SEAM,1.0,55,0.07273,0.0,IPL_Men,112.5218,3.51764,100.1916,118.6668,112.2498,114.1686,55.0,0.0313,-0.45163,5.67959,0.19659,2.30297,-0.39928,0.57406,0.05235,0.11939,54.0,0.43636,0.07273,0.09091,0.0,0.03636,0.01818,0.34545,111.8304,113.4135,113.18966
425,Ayabonga Khaka,MEDIUM_SEAM,1.0,112,0.03571,0.0,IPL_Men,103.8205,7.09754,74.844,112.3344,102.1347,107.6724,110.0,0.0684,-0.38225,6.09732,0.23692,1.9089,-0.29482,0.57125,0.08742,0.1517,106.0,0.41964,0.02679,0.16964,0.0,0.0,0.04464,0.33929,104.68375,107.9708,101.01411
428,Sune Luus,LEG_SPIN,1.0,39,0.07692,0.0,IPL_Men,66.20074,6.58734,57.7224,80.5608,61.9254,68.6691,32.0,0.0995,0.13203,4.12648,0.22433,1.69529,0.01621,0.62969,-0.11583,0.36213,29.0,0.17949,0.07692,0.02564,0.0,0.0,0.15385,0.5641,65.91794,67.4262,88.8083
430,Dane van Niekerk,LEG_SPIN,1.0,32,0.03125,0.03125,IPL_Men,65.63081,2.24481,61.9056,71.9568,64.3806,66.3012,32.0,0.0342,-0.18381,4.21294,0.23716,1.07993,-0.32225,0.66791,-0.13844,0.24539,32.0,0.09375,0.03125,0.0,0.0,0.0,0.0,0.875,65.63081,86.51212,88.8083
431,Martin Guptill,OFF_SPIN,1.0,81,0.01235,0.0,IPL_Men,85.74723,3.60387,74.88,91.89,83.7576,88.5366,43.0,0.042,-0.07807,4.42924,0.40054,1.65014,-0.03838,0.72431,0.03969,0.16353,42.0,0.18519,0.02469,0.0,0.0,0.0,0.46914,0.32099,85.74723,86.56654,88.28374
433,Kyle Mills,FAST_SEAM,1.0,1045,0.0067,0.00574,IPL_Men,129.19732,4.34758,89.7768,139.32,127.5516,131.7132,393.0,0.0337,-0.24642,7.25148,0.24524,1.61605,-0.02338,0.85894,0.22304,0.22618,390.0,0.23828,0.00191,0.12057,0.0,0.00957,0.58086,0.0488,126.20695,129.39592,130.32655
434,Adam Milne,FAST_SEAM,1.0,1646,0.03888,0.00182,IPL_Men,140.82186,7.67431,111.0924,153.7272,137.3688,146.07,901.0,0.0545,-0.31269,8.013,0.29597,2.51867,-0.09386,0.91956,0.21883,0.24242,885.0,0.19623,0.01033,0.19927,0.00365,0.06987,0.45322,0.06744,140.32896,140.80456,142.50383
435,Rob Nicol,unknown,0.0,32,0.0625,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
440,Kane Williamson,OFF_SPIN,1.0,1663,0.00902,0.0,IPL_Men,84.12034,5.05053,72.4248,139.2696,81.0,86.8356,529.0,0.06,-0.05342,4.54944,0.39257,1.36337,0.07437,0.68421,0.12779,0.25061,527.0,0.089,0.01924,0.0006,0.0,0.0,0.61335,0.27781,84.02307,84.96402,84.6006
441,Mohammad Hafeez,OFF_SPIN,1.0,4734,0.00782,0.0,IPL_Men,86.80688,4.11875,66.6972,134.6724,84.3831,89.496,3690.0,0.0474,-0.03497,4.88734,0.25075,1.01954,0.05332,0.65025,0.08829,0.21934,3687.0,0.22095,0.00317,0.00084,0.0,0.00021,0.19223,0.58259,86.71729,87.03981,87.26255
442,Abdul Razzaq,FAST_SEAM,1.0,190,0.02105,0.0,IPL_Men,128.57964,2.77697,121.572,140.0724,126.7128,130.4748,169.0,0.0216,-0.30346,7.66444,0.16192,1.43241,-0.08918,0.77695,0.21428,0.16577,169.0,0.52632,0.0,0.37368,0.0,0.01579,0.03158,0.05263,127.84778,128.83292,128.52668
443,Asad Shafiq,OFF_SPIN,1.0,209,0.01435,0.0,IPL_Men,85.00341,3.97918,66.7548,98.748,82.7415,87.3315,170.0,0.0468,-0.01144,4.83764,0.31917,1.25129,0.03357,0.5855,0.04501,0.18809,169.0,0.21053,0.01435,0.00957,0.0,0.0,0.17703,0.58852,85.1168,81.9042,88.28374
446,Mohammad Sami,unknown,0.0,74,0.02703,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
448,Raza Hasan,unknown,0.0,50,0.04,0.0,IPL_Men,85.48224,2.5486,81.4428,98.1,84.2256,86.3424,45.0,0.0298,-0.00331,4.82202,0.27863,0.87245,-0.20778,0.65722,-0.20447,0.26171,45.0,0.18,0.0,0.0,0.0,0.0,0.02,0.8,86.32485,85.66691,84.6204
449,Saeed Ajmal,OFF_SPIN,1.0,5069,0.00434,0.0,IPL_Men,89.08293,5.51485,68.7204,114.516,86.4,92.7864,3219.0,0.0619,-0.11706,4.95788,0.29569,0.9785,0.0189,0.70629,0.13596,0.25615,3219.0,0.19452,0.00217,0.00059,0.0,0.0,0.32255,0.48017,88.93834,90.19709,89.94
456,Hashim Amla,MEDIUM_SEAM,1.0,12,0.0,0.0,IPL_Men,79.4598,3.44972,75.6576,86.2596,76.4604,81.8433,12.0,0.0434,0.0605,5.27883,0.1246,1.49521,-0.02125,0.61883,-0.08175,0.13758,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,79.4598,127.43109,130.39351
457,Farhaan Behardien,unknown,0.0,608,0.02138,0.00164,IPL_Men,112.26478,6.47933,95.4036,126.8136,107.2548,116.9496,579.0,0.0577,-0.22089,5.97733,0.23098,1.93654,-0.06798,0.71267,0.1529,0.19349,575.0,0.5,0.03125,0.1102,0.0,0.00329,0.01974,0.33553,112.29039,112.11386,129.56412
459,Lonwabo Tsotsobe,unknown,0.0,1012,0.02569,0.00099,IPL_Men,128.94347,5.61502,85.1292,144.36,126.72,132.12,776.0,0.0435,0.11893,7.8405,0.26959,1.85481,-0.2276,0.95654,-0.34652,0.23326,776.0,0.42095,0.00198,0.26285,0.0,0.07905,0.17984,0.05534,127.16191,129.6908,130.26709
468,Jess Jonassen,ORTHODOX,0.0,401,0.00998,0.00249,IPL_Men,76.44866,3.66505,68.9328,93.3552,74.034,78.5187,370.0,0.0479,-0.17879,4.65919,0.19412,1.23258,-0.11241,0.61504,0.06638,0.15373,369.0,0.20449,0.01496,0.00998,0.0,0.0,0.05486,0.71571,76.4124,75.9196,80.487
471,Ellyse Perry,FAST_SEAM,1.0,441,0.03628,0.00454,IPL_Men,112.09227,3.62459,88.9956,121.266,110.1897,114.3702,434.0,0.0323,-0.2591,6.65746,0.24577,2.53269,-0.1228,0.67456,0.13629,0.18906,428.0,0.41043,0.03175,0.22676,0.01587,0.02494,0.02948,0.26077,111.54538,112.75197,112.68647
474,Suzie Bates,MEDIUM_SEAM,1.0,173,0.01734,0.01156,IPL_Men,97.79295,3.11133,87.6204,103.6584,96.138,99.8784,161.0,0.0318,-0.21861,4.94835,0.24988,1.84217,-0.16637,0.57988,0.05224,0.13441,158.0,0.2659,0.04046,0.05202,0.0,0.0,0.08671,0.55491,97.63799,98.331,130.39351
478,Sophie Devine,MEDIUM_SEAM,1.0,87,0.03448,0.0,IPL_Men,102.50346,7.4175,80.8776,113.7744,97.0569,108.2304,82.0,0.0724,-0.1745,4.69128,0.35707,2.33509,-0.13506,0.49852,0.03944,0.1645,80.0,0.25287,0.10345,0.03448,0.0,0.02299,0.06897,0.51724,101.91627,102.79172,130.39351
488,Pat Cummins,FAST_SEAM,1.0,7115,0.01729,0.00155,IPL_Men,139.76368,6.01909,84.3768,153.5616,137.3436,143.4168,3563.0,0.0431,-0.26714,7.75481,0.32815,2.22643,-0.02205,0.94493,0.24509,0.27581,3533.0,0.21462,0.00703,0.17948,0.00084,0.04554,0.49389,0.05861,138.54343,140.89732,141.11118
489,Xavier Doherty,unknown,0.0,905,0.00552,0.0,IPL_Men,88.97961,4.83577,76.14,145.188,85.9392,91.4004,889.0,0.0543,-0.01798,4.48801,0.21033,1.06584,0.03043,0.72339,0.04841,0.1561,888.0,0.15801,0.00994,0.0,0.0,0.0,0.01105,0.82099,88.98587,88.9546,129.56412
490,Mitchell Starc,FAST_SEAM,0.0,11663,0.01603,0.0036,IPL_Men,141.43931,5.0667,33.732,159.3504,138.9312,144.5076,6790.0,0.0358,-0.03352,6.56517,0.33573,2.54556,-0.15487,0.79036,-0.12135,0.28413,6666.0,0.2381,0.02778,0.13899,0.00051,0.02684,0.40093,0.16685,140.77221,142.03392,142.6707
492,Mahmudullah,OFF_SPIN,1.0,2044,0.01419,0.0,IPL_Men,84.61338,4.81261,70.8768,101.9196,81.468,87.2424,1213.0,0.0569,-0.08604,4.90033,0.31434,1.2126,0.03688,0.65879,0.12292,0.25731,1211.0,0.17857,0.00587,0.00489,0.0,0.00049,0.37524,0.43493,84.68511,83.93506,88.28374
493,Abul Hasan,MEDIUM_SEAM,1.0,109,0.00917,0.0,IPL_Men,130.00896,6.78964,108.4392,136.7856,129.51,133.7742,30.0,0.0522,-0.20166,8.75448,0.2252,2.21728,0.06279,1.02834,0.26445,0.21347,29.0,0.07339,0.00917,0.13761,0.0,0.0367,0.73394,0.00917,130.00896,127.43109,130.39351
498,Nasir Hossain,unknown,0.0,945,0.00635,0.0,IPL_Men,87.68181,4.46369,74.2032,104.4072,85.0392,90.2169,504.0,0.0509,0.02328,5.10563,0.2704,1.18671,0.04307,0.60614,0.0198,0.25622,502.0,0.17989,0.00529,0.00529,0.00106,0.0,0.46032,0.34815,87.62194,87.96617,87.6411
499,Shafiul Islam,FAST_SEAM,1.0,1142,0.02189,0.00263,IPL_Men,129.91342,5.61399,98.4708,146.8152,127.6839,133.4961,928.0,0.0432,-0.23999,7.34512,0.33134,1.89445,-0.04303,0.72885,0.19696,0.23322,928.0,0.42644,0.00788,0.26795,0.00788,0.03065,0.13748,0.12172,129.3025,129.76965,131.46759
500,Ziaur Rahman,unknown,0.0,195,0.01026,0.00513,IPL_Men,123.92856,6.29613,108.6084,138.4092,122.166,128.1132,125.0,0.0508,-0.35684,8.17328,0.19215,1.26251,-0.08938,0.74473,0.26746,0.13642,125.0,0.23077,0.0,0.38974,0.0,0.00513,0.35897,0.01538,123.80416,125.21782,129.56412
502,Lahiru Thirimanne,MEDIUM_SEAM,1.0,124,0.02419,0.0,IPL_Men,106.95256,3.89338,94.9104,113.8248,105.5376,109.2096,23.0,0.0364,-0.1457,6.15057,0.26577,1.73558,0.16339,0.7087,0.30909,0.16881,23.0,0.09677,0.0,0.03226,0.0,0.0,0.79839,0.07258,107.19635,105.74496,108.846
503,Jeevan Mendis,LEG_SPIN,1.0,566,0.01413,0.00177,IPL_Men,79.37877,5.18837,68.4756,109.2636,75.7512,81.81,373.0,0.0654,-0.04202,4.38282,0.22772,1.29175,-0.11802,0.62349,-0.076,0.21386,373.0,0.12898,0.02473,0.00177,0.0,0.0,0.31625,0.52827,79.31542,79.92138,88.8083
504,Rangana Herath,ORTHODOX,0.0,12116,0.00124,8e-05,IPL_Men,81.03697,5.2083,63.8964,141.3972,77.7573,83.4759,8730.0,0.0643,-0.01304,4.24246,0.27777,0.84206,-0.00126,0.62403,0.01178,0.20466,8720.0,0.04143,0.00603,0.00033,0.0,8e-05,0.25281,0.69932,81.04603,81.2858,80.04884
505,Nuwan Pradeep,FAST_SEAM,1.0,5343,0.00955,0.00955,IPL_Men,135.72374,5.17025,73.224,150.8292,133.4025,138.6846,3982.0,0.0381,-0.20201,7.54337,0.36364,1.96199,-0.03482,0.84934,0.16719,0.24611,3968.0,0.40183,0.00487,0.20868,0.00112,0.05409,0.24537,0.08404,135.16669,136.65034,136.94219
507,Tim Bresnan,unknown,0.0,1078,0.01948,0.0,IPL_Men,132.37237,5.79396,77.0364,162.4284,130.5432,135.414,929.0,0.0438,-0.29669,7.86495,0.23269,1.99871,0.02087,0.94394,0.31756,0.21714,923.0,0.44898,0.00928,0.31725,0.00464,0.07236,0.07792,0.06957,131.27664,133.65325,133.66278
510,Steven Finn,unknown,0.0,1666,0.02161,0.0012,IPL_Men,135.44677,5.84519,76.0644,151.524,132.8436,138.9204,1533.0,0.0432,-0.21209,7.68873,0.2725,1.99321,-0.03404,0.97951,0.17806,0.22319,1529.0,0.40396,0.0066,0.38115,0.0006,0.04442,0.05162,0.11164,134.45109,136.28795,136.2147
511,Alex Hales,MEDIUM_SEAM,1.0,18,0.0,0.0,IPL_Men,79.0011,4.30526,73.08,89.5824,75.7035,80.8353,16.0,0.0545,-0.34212,3.95269,0.14763,1.63085,-0.1455,0.62606,0.19662,0.19159,16.0,0.22222,0.11111,0.0,0.0,0.0,0.0,0.66667,79.0011,127.43109,130.39351
513,Samit Patel,unknown,0.0,97,0.01031,0.0,IPL_Men,84.71769,3.57137,75.8592,94.2624,81.8694,86.652,42.0,0.0422,0.16143,4.7835,0.26795,1.08702,0.05921,0.62755,-0.10221,0.24324,42.0,0.12371,0.0,0.0,0.0,0.0,0.56701,0.30928,85.324,81.0798,129.56412
514,Graeme Swann,OFF_SPIN,1.0,3154,0.0019,0.0,IPL_Men,86.35561,4.65192,29.2356,139.8564,84.1806,88.1892,2655.0,0.0539,-0.13376,4.2569,0.31713,1.15036,0.00308,0.70107,0.13684,0.23681,2645.0,0.11065,0.03234,0.00254,0.00063,0.00032,0.03393,0.81959,86.30908,86.56654,87.69633
516,Alex Cusack,unknown,0.0,345,0.02609,0.0,IPL_Men,122.60125,8.2998,83.3688,135.7092,119.5839,127.5165,264.0,0.0677,-0.21939,7.12958,0.38246,2.31269,0.01558,0.81015,0.23497,0.26745,262.0,0.43768,0.01449,0.1942,0.0058,0.04638,0.14203,0.15942,120.90734,124.5199,123.78345
517,George Dockrell,ORTHODOX,0.0,2191,0.01232,0.0,IPL_Men,86.28966,6.12826,70.1676,137.1816,82.5336,89.6823,584.0,0.071,-0.05833,5.03185,0.28536,1.25121,-0.03924,0.71026,0.01909,0.1936,581.0,0.09722,0.00319,0.00183,0.0,0.0,0.71474,0.18302,86.26506,86.39331,86.95849
518,Trent Johnston,unknown,0.0,262,0.01527,0.00382,IPL_Men,127.37609,7.02493,70.326,139.0356,125.2944,130.5531,158.0,0.0552,-0.26939,6.86923,0.22609,1.58025,-0.03854,0.75899,0.23085,0.16589,157.0,0.43893,0.01527,0.14504,0.0,0.00763,0.30153,0.0916,124.398,128.08227,128.28644
521,Tim Murtagh,unknown,0.0,1545,0.00712,0.0,IPL_Men,120.388,4.23019,107.406,133.506,118.1691,123.3486,170.0,0.0351,-0.29687,7.12176,0.16666,1.50963,-0.05212,0.79301,0.24475,0.14603,170.0,0.07055,0.0,0.02654,0.00065,0.0,0.88932,0.01294,119.16937,120.86557,121.03311
522,Kevin O'Brien,MEDIUM_SEAM,1.0,1312,0.01905,0.0,IPL_Men,117.8136,5.27579,101.3976,131.508,114.1371,121.9104,422.0,0.0448,-0.15557,7.06963,0.3268,2.23189,-0.10531,0.79673,0.05026,0.20496,420.0,0.15168,0.00762,0.0907,0.0,0.01753,0.67302,0.05945,117.05066,120.3028,130.39351
523,Niall O'Brien,unknown,0.0,43,0.02326,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
